Date,Open,High,Low,Close,Adj Close,Volume
2022-10-11,83.739998,85.540001,83.309998,84.589996,81.409691,4547700
2022-10-12,84.519997,84.629997,82.930000,82.989998,79.869843,5489100
2022-10-13,81.449997,85.139999,80.989998,84.870003,81.679169,5049000
2022-10-14,85.419998,85.419998,82.150002,82.589996,79.484886,4614600
2022-10-17,84.209999,85.440002,83.830002,84.470001,81.294197,4442000
2022-10-18,85.919998,88.050003,85.419998,87.360001,84.075554,5779100
2022-10-19,87.150002,88.949997,86.849998,87.629997,84.335396,4573700
2022-10-20,87.809998,88.440002,86.800003,87.239998,83.960052,3663100
2022-10-21,87.260002,88.900002,86.470001,88.540001,85.211197,5422900
2022-10-24,89.099998,90.449997,89.000000,89.730003,86.356445,7727800
2022-10-25,88.489998,89.000000,85.849998,88.360001,85.037949,7561000
2022-10-26,88.599998,92.199997,88.599998,90.519997,87.116753,6668600
2022-10-27,90.940002,93.379997,90.910004,91.800003,88.348625,6420800
2022-10-28,92.500000,95.160004,92.070000,95.080002,91.505310,6360800
2022-10-31,94.730003,95.110001,93.849998,94.820000,91.255074,4933000
2022-11-01,95.330002,96.080002,95.050003,95.550003,91.957634,5217500
2022-11-02,95.150002,96.650002,94.029999,94.150002,90.610275,5326000
2022-11-03,93.379997,95.830002,93.029999,94.800003,91.235840,4141600
2022-11-04,95.370003,95.900002,93.379997,95.220001,91.640038,4247800
2022-11-07,95.690002,96.349998,95.349998,96.169998,92.554329,3295600
2022-11-08,96.230003,96.639999,95.059998,96.269997,92.650566,3927500
2022-11-09,95.839996,96.430000,95.019997,95.129997,91.553421,3478700
2022-11-10,96.900002,98.019997,95.699997,97.839996,94.161545,4764100
2022-11-11,97.139999,97.199997,92.779999,93.650002,90.129074,6937600
2022-11-14,93.650002,94.540001,92.919998,92.949997,89.455383,4942400
2022-11-15,93.620003,95.949997,93.339996,95.790001,92.188614,7506500
2022-11-16,95.570000,96.260002,94.250000,94.349998,90.802757,4813000
2022-11-17,93.010002,94.639999,92.879997,94.529999,91.509415,3256300
2022-11-18,95.699997,96.669998,95.209999,95.360001,92.312904,4073300
2022-11-21,95.260002,96.489998,94.940002,96.199997,93.126053,3271700
2022-11-22,97.059998,97.589996,96.510002,96.849998,93.755295,3031500
2022-11-23,96.839996,97.220001,96.610001,97.129997,94.026337,2172300
2022-11-25,97.349998,97.800003,97.180000,97.470001,94.355476,1313200
2022-11-28,97.070000,98.000000,96.459999,96.900002,93.803696,4662300
2022-11-29,96.800003,97.910004,96.610001,97.430000,94.316757,2916100
2022-11-30,97.519997,98.839996,96.040001,98.720001,95.565529,6191200
2022-12-01,99.120003,99.959999,98.470001,99.500000,96.320610,4084200
2022-12-02,98.680000,101.150002,98.680000,101.010002,97.782364,4339700
2022-12-05,99.739998,101.290001,99.500000,100.680000,97.462906,4532000
2022-12-06,101.320000,101.489998,98.169998,98.730003,95.575226,3809700
2022-12-07,98.889999,99.629997,98.470001,99.040001,95.875320,3220500
2022-12-08,99.639999,100.279999,99.190002,99.489998,96.310928,2780100
2022-12-09,99.239998,100.339996,98.230003,98.269997,95.129913,3328400
2022-12-12,98.599998,99.610001,98.500000,99.559998,96.378700,4578700
2022-12-13,101.570000,101.959999,99.660004,99.889999,96.698143,7098700
2022-12-14,100.290001,100.900002,99.419998,99.949997,96.756226,4939100
2022-12-15,99.750000,99.790001,97.300003,98.489998,95.342880,4843000
2022-12-16,97.459999,98.629997,96.260002,98.339996,95.197678,7610800
2022-12-19,98.500000,99.199997,97.120003,97.540001,94.423241,4732700
2022-12-20,97.400002,98.959999,97.290001,98.180000,95.042801,3907000
2022-12-21,99.019997,99.849998,98.699997,99.760002,96.572311,3610000
2022-12-22,99.459999,99.610001,96.980003,98.510002,95.362244,3165000
2022-12-23,98.510002,99.410004,98.029999,99.300003,96.127014,2119300
2022-12-27,99.599998,100.239998,99.330002,99.660004,96.475502,2600200
2022-12-28,99.750000,100.339996,99.110001,99.139999,95.972115,2418700
2022-12-29,99.230003,100.599998,99.080002,100.330002,97.124100,2940600
2022-12-30,100.279999,101.010002,99.779999,100.919998,97.695236,2984100
